Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.util,IntervalUtils,appendInterval,Magic Number,The method contains a magic number: 60,386
h2database,org.h2.util,IntervalUtils,appendInterval,Magic Number,The method contains a magic number: 60,386
h2database,org.h2.util,IntervalUtils,appendInterval,Magic Number,The method contains a magic number: 60,386
h2database,org.h2.util,IntervalUtils,intervalToAbsolute,Complex Method,Cyclomatic complexity of the method is 14,464
h2database,org.h2.util,IntervalUtils,intervalToAbsolute,Missing default,The following switch statement is missing a default case: switch (interval.getQualifier()) {,464
h2database,org.h2.util,IntervalUtils,intervalFromAbsolute,Complex Method,Cyclomatic complexity of the method is 14,530
h2database,org.h2.util,IntervalUtils,intervalFromAbsolute,Missing default,The following switch statement is missing a default case: switch (qualifier) {,530
h2database,org.h2.util,IntervalUtils,validateInterval,Complex Method,Cyclomatic complexity of the method is 18,590
h2database,org.h2.util,IntervalUtils,validateInterval,Magic Number,The method contains a magic number: 12,590
h2database,org.h2.util,IntervalUtils,validateInterval,Magic Number,The method contains a magic number: 24,590
h2database,org.h2.util,IntervalUtils,validateInterval,Magic Number,The method contains a magic number: 24,590
h2database,org.h2.util,IntervalUtils,validateInterval,Magic Number,The method contains a magic number: 60,590
h2database,org.h2.util,IntervalUtils,validateInterval,Magic Number,The method contains a magic number: 60,590
h2database,org.h2.util,IntervalUtils,validateInterval,Magic Number,The method contains a magic number: 1_000_000_000_000_000_000L,590
h2database,org.h2.util,IntervalUtils,validateInterval,Missing default,The following switch statement is missing a default case: switch (qualifier) {,590
h2database,org.h2.util,IntervalUtils,daysFromInterval,Missing default,The following switch statement is missing a default case: switch (qualifier) {,711
h2database,org.h2.util,IntervalUtils,hoursFromInterval,Complex Method,Cyclomatic complexity of the method is 8,740
h2database,org.h2.util,IntervalUtils,hoursFromInterval,Magic Number,The method contains a magic number: 60,740
h2database,org.h2.util,IntervalUtils,hoursFromInterval,Missing default,The following switch statement is missing a default case: switch (qualifier) {,740
h2database,org.h2.util,IntervalUtils,minutesFromInterval,Complex Method,Cyclomatic complexity of the method is 8,779
h2database,org.h2.util,IntervalUtils,minutesFromInterval,Magic Number,The method contains a magic number: 60,779
h2database,org.h2.util,IntervalUtils,minutesFromInterval,Magic Number,The method contains a magic number: 60,779
h2database,org.h2.util,IntervalUtils,minutesFromInterval,Missing default,The following switch statement is missing a default case: switch (qualifier) {,779
h2database,org.h2.util,IntervalUtils,nanosFromInterval,Missing default,The following switch statement is missing a default case: switch (qualifier) {,821
h2database,org.h2.util,IOUtils,closeSilently,Empty catch clause,The method has an empty catch block.,38
h2database,org.h2.util,JdbcUtils,loadUserClass,Complex Method,Cyclomatic complexity of the method is 12,134
h2database,org.h2.util,JdbcUtils,closeSilently,Empty catch clause,The method has an empty catch block.,213
h2database,org.h2.util,JdbcUtils,closeSilently,Empty catch clause,The method has an empty catch block.,228
h2database,org.h2.util,JdbcUtils,closeSilently,Empty catch clause,The method has an empty catch block.,243
h2database,org.h2.util,JdbcUtils,getConnection,Complex Method,Cyclomatic complexity of the method is 11,273
h2database,org.h2.util,JdbcUtils,getConnection,Long Parameter List,The method has 6 parameters. ,273
h2database,org.h2.util,JdbcUtils,getDriver,Magic Number,The method contains a magic number: 2,338
h2database,org.h2.util,JdbcUtils,deserializeUuid,Magic Number,The method contains a magic number: 80,436
h2database,org.h2.util,JdbcUtils,deserializeUuid,Magic Number,The method contains a magic number: 64,436
h2database,org.h2.util,JdbcUtils,deserializeUuid,Magic Number,The method contains a magic number: 72,436
h2database,org.h2.util,JdbcUtils,deserializeUuid,Magic Number,The method contains a magic number: 64,436
h2database,org.h2.util,JdbcUtils,setOther,Complex Method,Cyclomatic complexity of the method is 42,481
h2database,org.h2.util,JdbcUtils,setOther,Long Method,The method has 122 lines of code.,481
h2database,org.h2.util,JdbcUtils,setOther,Long Statement,The length of the statement "prep.setArray(parameterIndex`prep.getConnection().createArrayOf("NULL"`(Object[])ValueToObjectConverter.valueToDefaultObject(value`conn`true)));" is 144.,481
h2database,org.h2.util,JdbcUtils,setOther,Long Statement,The length of the statement "prep.setObject(parameterIndex`JdbcUtils.deserialize(value.getBytesNoCopy()`conn.getJavaObjectSerializer())`Types.JAVA_OBJECT);" is 126.,481
h2database,org.h2.util,JdbcUtils,setOther,Missing default,The following switch statement is missing a default case: switch (valueType) {,481
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Complex Method,Cyclomatic complexity of the method is 27,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Long Method,The method has 133 lines of code.,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 5,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 5,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 6,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 5,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 2,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 3,613
h2database,org.h2.util,JdbcUtils,getMetaResultSet,Magic Number,The method contains a magic number: 4,613
h2database,org.h2.util,JdbcUtils,split,Magic Number,The method contains a magic number: 10,760
h2database,org.h2.util,JSR310Utils,valueToInstant,Long Statement,The length of the statement "ValueTimestampTimeZone valueTimestampTimeZone=(ValueTimestampTimeZone)value.convertTo(TypeInfo.TYPE_TIMESTAMP_TZ`provider);" is 123.,117
h2database,org.h2.util,JSR310Utils,valueToInstant,Long Statement,The length of the statement "long epochSecond=absoluteDayFromDateValue(valueTimestampTimeZone.getDateValue()) * SECONDS_PER_DAY + timeNanos / NANOS_PER_SECOND - valueTimestampTimeZone.getTimeZoneOffsetSeconds();" is 182.,117
h2database,org.h2.util,JSR310Utils,valueToOffsetDateTime,Long Statement,The length of the statement "return OffsetDateTime.of(localDateTimeFromDateNanos(v.getDateValue()`v.getTimeNanos())`ZoneOffset.ofTotalSeconds(v.getTimeZoneOffsetSeconds()));" is 144.,144
h2database,org.h2.util,JSR310Utils,valueToZonedDateTime,Long Statement,The length of the statement "return ZonedDateTime.of(localDateTimeFromDateNanos(v.getDateValue()`v.getTimeNanos())`ZoneOffset.ofTotalSeconds(v.getTimeZoneOffsetSeconds()));" is 143.,161
h2database,org.h2.util,JSR310Utils,valueToOffsetTime,Long Statement,The length of the statement "return OffsetTime.of(LocalTime.ofNanoOfDay(valueTimeTimeZone.getNanos())`ZoneOffset.ofTotalSeconds(valueTimeTimeZone.getTimeZoneOffsetSeconds()));" is 146.,178
h2database,org.h2.util,JSR310Utils,valueToDuration,Long Statement,The length of the statement "BigInteger[] dr=IntervalUtils.intervalToAbsolute((ValueInterval)value).divideAndRemainder(BigInteger.valueOf(1_000_000_000));" is 125.,221
h2database,org.h2.util,JSR310Utils,valueToDuration,Magic Number,The method contains a magic number: 1_000_000_000,221
h2database,org.h2.util,JSR310Utils,localDateTimeToValue,Long Statement,The length of the statement "return ValueTimestamp.fromDateValueAndNanos(dateValue(localDate.getYear()`localDate.getMonthValue()`localDate.getDayOfMonth())`localDateTime.toLocalTime().toNanoOfDay());" is 170.,265
h2database,org.h2.util,JSR310Utils,instantToValue,Magic Number,The method contains a magic number: 86_400,279
h2database,org.h2.util,JSR310Utils,instantToValue,Magic Number,The method contains a magic number: 86_400,279
h2database,org.h2.util,JSR310Utils,instantToValue,Magic Number,The method contains a magic number: 86_400,279
h2database,org.h2.util,JSR310Utils,instantToValue,Magic Number,The method contains a magic number: 1_000_000_000,279
h2database,org.h2.util,JSR310Utils,offsetDateTimeToValue,Long Statement,The length of the statement "return ValueTimestampTimeZone.fromDateValueAndNanos(dateValue(localDate.getYear()`localDate.getMonthValue()`localDate.getDayOfMonth())`localDateTime.toLocalTime().toNanoOfDay()`offsetDateTime.getOffset().getTotalSeconds());" is 223.,299
h2database,org.h2.util,JSR310Utils,zonedDateTimeToValue,Long Statement,The length of the statement "return ValueTimestampTimeZone.fromDateValueAndNanos(dateValue(localDate.getYear()`localDate.getMonthValue()`localDate.getDayOfMonth())`localDateTime.toLocalTime().toNanoOfDay()`zonedDateTime.getOffset().getTotalSeconds());" is 222.,315
